station,SA_Vx,SA_Vy,SA_Vz,file_name,P_times,S_times,event time,event latitude,event longitude,event depth,event mag,station latitude,station longitude,PGA(gal),PGAEW2(gal),PGANS2(gal),PGAUD2(gal),SAEW2(gal),SANS2(gal),SAUD2(gal),PGA1hz(gal),PGA1hzH(gal),PGA1hEW2(gal),PGA1hNS2(gal),PGA1hUD2(gal),Code,MT_Magnitude_,JMA_Magnitude_,repi_1,Mo_,rjb_0,rjb_1,Vs30,Ztor_0,Ztor_1,Rake_,Dip_,Strike_,Tectonic_Zhoa_,Latitude_,Longitude_,MT_Depth_,stationLat,stationLon,timestamp,prefix,event_number,label,pred_pgaEW2
NGSH06,"[0.02704068 0.02703702 0.02723247 0.02756883 0.0281496  0.02881614
 0.02989045 0.03118    0.03389487 0.03937141 0.04328685 0.0666034
 0.15999034 0.1002881  0.11255425 0.0700404  0.07010588 0.06812881
 0.05440633 0.05190649 0.03877902 0.0205284  0.02081076 0.0236763
 0.01983666 0.01829029 0.0139266  0.01101688 0.00900458 0.00917086
 0.01034443 0.01107567 0.01153044 0.01040527 0.00813044 0.00749359
 0.00816118 0.00858493 0.00852882 0.00803898 0.0072143  0.00750793
 0.00831878 0.00863764 0.0085024  0.00800691 0.00726849 0.00659839
 0.00630548 0.00585986 0.00534605 0.00483564 0.00438251 0.00402083
 0.00376632 0.00361924 0.00356753 0.00359208 0.0036702  0.00377909
 0.00389765 0.00403741 0.00420784 0.00434617 0.00444271 0.00449482
 0.00451623]","[0.03758021 0.03767108 0.03805293 0.03870869 0.03967491 0.04096518
 0.04274259 0.04507082 0.04620193 0.05309057 0.06321872 0.10227954
 0.16168099 0.11549977 0.07789801 0.04171234 0.05342827 0.0639455
 0.06842758 0.06352747 0.05737623 0.04701223 0.03979268 0.03390091
 0.02987982 0.0276072  0.02653289 0.02602356 0.02557652 0.02490689
 0.02392383 0.02681596 0.02802689 0.02734695 0.02540293 0.02341612
 0.02219445 0.02186575 0.02153503 0.02107598 0.02054262 0.02009312
 0.01962635 0.01913919 0.01863055 0.01810144 0.01755509 0.01699567
 0.01642797 0.01585685 0.01528672 0.01472168 0.01416426 0.01361599
 0.01307767 0.01254979 0.01203304 0.01152824 0.01103647 0.01056183
 0.01041254 0.01035254 0.01020787 0.00999393 0.00972606 0.00942114
 0.00927003]","[0.03594101 0.03586327 0.03628999 0.03705345 0.03820394 0.03978223
 0.04191759 0.04462469 0.05035503 0.05994703 0.06529013 0.11410499
 0.22560304 0.11676791 0.13476556 0.09642998 0.0907727  0.0904424
 0.08523149 0.07165688 0.05776663 0.04630012 0.03142954 0.02414667
 0.01846142 0.01484947 0.01242991 0.01092295 0.01018008 0.00931522
 0.00854977 0.00850697 0.0094685  0.00972485 0.00919954 0.00812849
 0.00759598 0.00743548 0.00707025 0.00671775 0.00649514 0.00641461
 0.00641836 0.00642189 0.00638451 0.0067276  0.00693308 0.00696562
 0.00681383 0.00648704 0.00617155 0.0062794  0.00620532 0.00597511
 0.00562096 0.00523035 0.00512081 0.00493091 0.00466818 0.00435835
 0.00415416 0.00394169 0.00369422 0.00342778 0.00315622 0.0028908
 0.00264037]",NGSH061604160125.mseed,[14.8],[101.57],2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,32.6999,129.8625,43.67688736881301,27.757492914799546,26.724352686202543,20.56698934740546,"[36.84624524 58.54279334 93.46849215 31.68000637 35.9524665  25.17289133
 16.38313969  8.61201943  9.18603355  6.62482793  6.12656358  4.89260343
  4.17911367  4.45579186  4.91680059  4.2607338   3.58700216  4.07440236
  3.38653217  2.98852805  2.903816    3.05882232  3.26984397  3.10462417
  2.88314115  3.01027465  3.40026572  3.76190217  4.05732481  4.17832756
  4.27587312  4.17132337  3.98826847  3.84256666  3.69440603  3.56830385
  3.6205416   3.8090135   3.60994913  3.09418839  2.63881088  2.47062538
  2.26232479  2.04189284  1.84244969  1.63878487  1.44561033  1.27669215
  1.24024104  1.21766473  1.15639953  1.07051635  1.00609929  0.99092164
  0.97102088  0.94932613  0.92632296  0.90277237  0.87279675  0.83734417
  0.79455906  0.74598311  0.73570236  0.7304447   0.71879333  0.70070318
  0.67624454]","[ 35.19989889  68.24409383 106.40081608  44.801312    27.44645829
  26.85691158  27.96585002  19.82655068  12.99801729  13.44025189
  10.63961297  12.46217505  11.20131086   5.94918391   4.40933915
   3.63480336   3.95725653   4.15718948   3.1608775    2.26271929
   2.32756572   2.48381823   2.50760819   2.58562115   2.34361376
   2.31732508   2.19207014   2.00477233   2.23018398   2.39046185
   2.43719215   2.4226038    2.40209499   2.43301859   2.49661307
   2.53386762   2.52950891   2.48646649   2.41885207   2.47447112
   2.49403063   2.43043031   2.31651211   2.1641197    2.0109897
   1.92683557   1.88776908   1.88611906   1.89223767   1.88390345
   1.85811939   1.8270966    1.7779828    1.73262009   1.67484695
   1.60681037   1.52534932   1.43301628   1.40653151   1.39851007
   1.38307303   1.36126141   1.33365287   1.31276629   1.28953254
   1.26145237   1.22930514]","[24.54292383 47.94521012 53.3895169  33.01152354 51.66743646 29.24265383
 17.94715867 11.58808591 10.98833415  8.55854934  4.95806556  4.05377322
  3.21655589  3.0939528   2.64621097  2.54622965  2.32339701  2.82828162
  3.44405815  3.69970366  3.90104437  2.75271528  2.78481541  2.95905259
  2.56827946  2.75221274  3.1584973   3.14435871  2.96078219  2.89103226
  2.66825441  2.17818951  1.68170542  1.50847547  1.64261634  1.84567011
  1.97947397  2.12426036  2.17392357  2.0890358   1.9382534   1.71918221
  1.4637581   1.22720802  1.05680684  0.97638351  0.97114597  0.99834503
  1.01048183  1.00598193  1.04885722  1.08918169  1.10905738  1.09676673
  1.05377941  0.98645439  0.90180088  0.80857683  0.7123496   0.62023474
  0.53784002  0.46861649  0.4268891   0.41372226  0.40013284  0.38650822
  0.3751489 ]",3.835577787797184,3.586821921609201,2.1812363525220686,2.847367112223597,1.3588103138064618,NGSH061604160125,7.1,7.3,84.45404254,4.42e+19,60.24546346,61.926699600000006,1421.052631578947,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,32.6999,129.8625,1604160125.mseed,NGSH06,31.0,earthquake 31,12.256358
YMGH09,"[0.04659784 0.04664816 0.04685586 0.04721498 0.04774342 0.0484757
 0.04945186 0.05087157 0.05273395 0.05455075 0.05355492 0.05403334
 0.0658314  0.07193941 0.07891431 0.08936151 0.09204709 0.09091387
 0.09000191 0.08795444 0.08788949 0.08352591 0.08032916 0.07744006
 0.07240462 0.06752573 0.06342083 0.05922365 0.05498571 0.05129323
 0.04822086 0.04537579 0.04248712 0.04112986 0.04199053 0.04196719
 0.04140005 0.04056569 0.03955867 0.03834312 0.03685751 0.03509192
 0.03312794 0.03114492 0.02929775 0.02756398 0.02594113 0.02448033
 0.02318635 0.02202853 0.02100096 0.02011567 0.01936045 0.01868959
 0.01813291 0.01765026 0.0171943  0.01675234 0.01631489 0.01587555
 0.01543185 0.01498476 0.01454025 0.01410631 0.0136807  0.01325534
 0.0128263 ]","[0.05155928 0.05142639 0.05175053 0.05228128 0.05306693 0.05416146
 0.05567771 0.05794766 0.06246451 0.06179899 0.07155208 0.08995339
 0.10090629 0.10811927 0.11767297 0.09592125 0.09821925 0.12981186
 0.12672435 0.10723477 0.09466106 0.08870754 0.09430002 0.09380397
 0.09063132 0.08356005 0.07258296 0.06109967 0.05596262 0.04849562
 0.04077261 0.03488498 0.0304231  0.02573944 0.02323744 0.02066846
 0.01713943 0.01579976 0.01414676 0.01224044 0.01050113 0.00926591
 0.00868324 0.00868977 0.00907878 0.00961076 0.01009191 0.01039783
 0.01046563 0.01027826 0.0098517  0.00922262 0.00886964 0.00874606
 0.00873814 0.0090248  0.00909878 0.00898647 0.00872238 0.00834493
 0.00789123 0.00739659 0.00689134 0.00639993 0.00594194 0.00553092
 0.00517517]","[0.08307825 0.08269596 0.08318469 0.08406192 0.08534415 0.08710208
 0.08947989 0.092707   0.09643947 0.09944749 0.10735385 0.13005786
 0.19109059 0.22849938 0.19741029 0.13840525 0.13612212 0.17085219
 0.18884949 0.18962414 0.17812972 0.163177   0.14720385 0.13184423
 0.11591729 0.10589788 0.09796566 0.08975479 0.08187706 0.07404179
 0.06639619 0.0596396  0.05400401 0.04902482 0.04417174 0.0393316
 0.03476146 0.03079126 0.02757921 0.02504378 0.02295307 0.02106005
 0.0199055  0.01951813 0.01910703 0.01859334 0.01794606 0.01717423
 0.01631299 0.01541069 0.01451591 0.01367066 0.01290515 0.01223763
 0.01167438 0.01121185 0.01083963 0.01054318 0.01030638 0.01011257
 0.00994681 0.00979625 0.00965074 0.00950232 0.00934537 0.00917666
 0.00899464]",YMGH091604160125.mseed,[13.56],"[18.63, 44.17]",2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,34.6257,131.6681,18.092519017611405,11.593025228351856,12.275123385379214,6.500950417526964,"[12.20755098 26.05506144 23.89493651 20.37841814 23.78048886 22.76815472
 26.81389844 17.74527731 21.05338204 17.33352321 18.60970014 19.62562822
 20.45928347 17.29791256 14.11797986 15.52139247 18.22468216 16.69564568
 14.09101534 11.63836012  9.18674456  7.29900431  6.23253707  5.53208577
  4.39682814  3.78611423  4.14826188  4.38549952  4.49302599  4.63924555
  4.74039253  4.6734444   4.33916401  3.90877668  3.35288025  2.7481886
  2.36683248  2.21000804  2.11611952  1.94160146  1.82991235  1.79500087
  1.69713729  1.64555198  1.75483123  1.79837208  1.79798834  1.76087568
  1.71121168  1.66022841  1.68891063  1.75825554  1.80576384  1.84144656
  1.86374244  1.86718799  1.84689933  1.80404229  1.73776506  1.71073445
  1.72830646  1.78634188  1.82334796  1.84204485  1.84141649  1.82491857
  1.79859049]","[13.34132511 28.36617486 32.65682569 23.09244937 26.86711093 37.75811382
 29.26503965 22.0801185  11.53965666  9.4860592   9.78703884  8.4754083
  7.75494942  7.91588934  5.53473092  5.86307879  4.69893448  4.84002425
  5.8643788   5.38932079  3.70503431  3.56606005  4.28703677  5.03844594
  5.2901113   5.44911968  5.42795909  5.63884986  5.89278632  5.70814611
  5.21808409  4.77432422  4.36213912  3.8396708   3.35508901  3.12379966
  3.0378074   2.98531553  3.0699601   2.90173155  2.50357076  2.14465779
  1.85776608  1.61955867  1.50894294  1.52741074  1.61250658  1.6887609
  1.71296424  1.67030015  1.54342853  1.4654685   1.44317082  1.39391348
  1.29827473  1.16536     1.02400904  0.88451503  0.79599943  0.72004815
  0.64594154  0.61857771  0.5903195   0.56190136  0.53818735  0.516235
  0.49532484]","[ 7.15849458 11.32978038  8.6440213  11.98185591 20.40522013 13.91849038
 20.12582415  9.16073062  7.76093135  9.53195941 12.80150344 12.81778937
  8.72019705  7.45482299  6.51371134  5.68698696  6.51255446  7.64606664
  7.21298323  6.4923819   5.59968945  4.71430154  4.32282299  6.03013893
  6.99473569  7.1718147   7.32118435  7.60925055  7.73593113  7.3783017
  6.82584201  6.29621541  5.84801303  5.41064937  5.00592347  4.28372703
  3.53184315  2.97272239  2.57426737  2.32327467  2.10281522  1.93636091
  1.74876362  1.49705757  1.24324576  1.07268514  1.14260538  1.22619655
  1.26684127  1.32461759  1.43925638  1.50191639  1.50427562  1.45272612
  1.3608972   1.2434396   1.11513773  0.98981892  0.87725866  0.78425478
  0.71372847  0.66511298  0.63561203  0.62016916  0.61366127  0.61137394
  0.60943678]",7.824814767252424,7.298298746692336,6.882563410483867,2.428062086652567,2.82180111734344,YMGH091604160125,7.1,7.3,224.2835129,4.42e+19,208.6860005,188.1433447,303.1456052055621,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,34.6257,131.6681,1604160125.mseed,YMGH09,31.0,earthquake 31,9.680113
OITH01,"[0.06418229 0.06429954 0.06475804 0.06557878 0.0668433  0.06878216
 0.07189391 0.0783091  0.09289238 0.11225648 0.1069611  0.11198307
 0.1684233  0.18689583 0.19040134 0.18982776 0.19315637 0.18513767
 0.17139972 0.15204263 0.12597345 0.09920711 0.09057551 0.08908875
 0.08588731 0.08097829 0.074724   0.06771706 0.06057607 0.05380321
 0.0477149  0.04244775 0.03798788 0.03807896 0.03785103 0.0372182
 0.03645226 0.03720447 0.03775325 0.0381043  0.038262   0.03823436
 0.03803508 0.03768381 0.03719773 0.03658835 0.03586294 0.03502929
 0.0341005  0.03309377 0.03203297 0.03095191 0.02990656 0.02894007
 0.02800578 0.02706908 0.02612385 0.02517667 0.02424171 0.02333763
 0.02247129 0.02163158 0.0208107  0.02001175 0.01929143 0.01873629
 0.01819286]","[0.12353828 0.12324502 0.12410841 0.12549784 0.12750012 0.13027717
 0.1340074  0.13796566 0.13976126 0.14469794 0.1700214  0.22613707
 0.285294   0.36912201 0.33969541 0.24516088 0.19112894 0.19191351
 0.16538036 0.14586436 0.14536387 0.14346161 0.13834852 0.13272622
 0.13357521 0.13272451 0.12965956 0.12485058 0.11870383 0.11142884
 0.10320112 0.09429089 0.085087   0.07599941 0.06732116 0.06494042
 0.06187428 0.05813655 0.05396617 0.04958891 0.04520198 0.04096781
 0.03700776 0.03340696 0.03021377 0.0274505  0.02511416 0.0231832
 0.02162576 0.02040227 0.01946819 0.01877918 0.01829272 0.01796927
 0.01777315 0.01767381 0.01764471 0.01766334 0.0177114  0.01777488
 0.01784145 0.01790223 0.01795051 0.01798139 0.01799144 0.01797916
 0.0179428 ]","[0.16051419 0.16000465 0.16087769 0.16267318 0.16532451 0.16918206
 0.17518223 0.18209042 0.19307725 0.20347484 0.22216942 0.32256044
 0.46726714 0.59711579 0.52134457 0.39196976 0.29387056 0.25131451
 0.24406294 0.24306735 0.24375287 0.24036829 0.23022365 0.21497609
 0.19711614 0.17822006 0.15931583 0.14342971 0.13651254 0.12878286
 0.12080138 0.11292826 0.10533417 0.09806355 0.09109204 0.08437332
 0.07786985 0.07156519 0.06545814 0.05955978 0.0538973  0.04849179
 0.04337084 0.03855351 0.03512181 0.03383141 0.03253939 0.03125871
 0.03000325 0.02919383 0.02844723 0.02767411 0.02687677 0.02606107
 0.0252323  0.02439703 0.02356133 0.02272975 0.0219072  0.02109755
 0.02030394 0.01952906 0.01877477 0.01804232 0.01733344 0.01664848
 0.01598817]",OITH011604160125.mseed,"[14.91, 40.24]","[25.99, 44.16]",2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,33.4122,131.0326,89.96833328284923,47.57719113624256,68.22190470221175,34.29990664829304,"[ 51.26638052  61.4191483   91.17069131  88.7340424   89.13555518
 167.14842092 133.67158816  87.21130187  71.66536416  61.91915809
  55.38780219  43.74621461  44.33419103  43.09174539  33.69684528
  27.69717659  26.36254444  25.80504844  21.9617571   17.95794223
  14.95863748  17.67254793  17.61229193  16.61839814  15.53236155
  14.26375323  12.40292338  11.33315642  10.31431352   9.65488013
   9.19486149   8.81777407   8.64888479   8.21708784   7.46987438
   6.91737515   6.50489552   5.94511967   5.54360639   5.42340623
   5.19179263   4.86540897   4.45044819   4.33497971   4.42417712
   4.53716108   4.5798557    4.55256708   4.48936324   4.38187885
   4.23683353   4.07622309   3.89360471   3.68298831   3.45321356
   3.20957381   3.0433469    2.94258604   2.84510472   2.7456702
   2.65648806   2.57516906   2.49012651   2.47719177   2.49835645
   2.51555222   2.51982425]","[ 73.81735582  90.7549651  131.40846389 181.47077757 218.30714148
 192.95970372  84.8787986   69.0175924   52.47879844  36.83184096
  31.67354532  25.59981479  30.00689325  28.59650317  26.8251465
  21.08132713  21.18841064  17.65856791  23.20731641  27.62029293
  23.62940655  14.95445349  15.3489047   16.8887053   15.29668547
  15.60250586  17.5978522   17.69037695  16.95478724  15.13108017
  11.97682206  11.26047254  10.06831737   8.66546882   7.3484681
   6.58168666   5.88057633   5.09876      4.30935199   3.54347804
   3.22252162   3.1220854    3.05984614   2.98776026   2.90748605
   2.84434195   2.96563288   3.04575981   3.04701658   3.04308758
   3.17457432   3.2399321    3.24893107   3.20136221   3.0837734
   2.9054234    2.68070931   2.42818979   2.39558697   2.39914765
   2.38619606   2.36167998   2.32591882   2.277989     2.21984676
   2.15306841   2.07910303]","[47.51639303 61.20006252 91.15926489 55.07611148 52.71414241 68.26650151
 45.80872863 29.15884074 27.92537895 21.00967247 21.96119054 21.03460976
 18.09523844 22.11268961 12.40586563  9.94527162 14.18244459 14.19987289
 15.58305175 14.85720054 12.49089259 10.17678469 10.09964729 12.38561386
 14.14302852 13.45878115 12.14348484 11.86632826 11.93169222 12.30991125
 12.58722854 12.95255092 12.87119028 12.46996235 11.88027666 11.09843512
 10.1569452   9.25185073  8.35472714  7.43908094  6.50007964  5.61736896
  4.8519617   4.23612358  3.74930675  3.49974636  3.23093061  2.96142081
  2.75808911  2.66891147  2.57298862  2.47182815  2.36809912  2.26280987
  2.16453294  2.07952711  2.1176536   2.16881772  2.19871227  2.20275488
  2.18090362  2.14249217  2.08087598  2.00746608  1.91837654  1.85705437
  1.82885127]",20.95195384851964,19.880619619761617,17.310310128914224,9.77712635217834,6.614025521937941,OITH011604160125,7.1,7.3,77.32646474,4.42e+19,65.53663963,48.89433347,865.3846153846155,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,33.4122,131.0326,1604160125.mseed,OITH01,31.0,earthquake 31,98.14662
MYZH13,"[0.01941443 0.0194758  0.01973284 0.02018201 0.02087927 0.02187689
 0.02339346 0.02591405 0.02859701 0.03190504 0.03683573 0.06275429
 0.08892983 0.05106897 0.03913467 0.03537671 0.02902573 0.02132469
 0.02106029 0.01861537 0.02229005 0.02472214 0.02440784 0.01820562
 0.01448661 0.01247046 0.01082967 0.01174158 0.01304048 0.01342297
 0.01300593 0.01320123 0.01267764 0.01091119 0.01078834 0.01055242
 0.01008433 0.00948194 0.00914443 0.0089613  0.00873148 0.00848896
 0.00825301 0.00802699 0.00786963 0.00805132 0.00801421 0.0077805
 0.0074608  0.00762232 0.00782349 0.00797033 0.00808978 0.00820946
 0.00823102 0.00814325 0.00795664 0.00768957 0.00736699 0.00702654
 0.00669245 0.00634598 0.00598072 0.00559966 0.00532997 0.00518515
 0.00504571]","[0.03151451 0.03159194 0.03199362 0.03277632 0.03396201 0.03561997
 0.03792219 0.0412429  0.04510214 0.05211384 0.06048741 0.12380286
 0.16145963 0.08951153 0.07872717 0.05065323 0.04702219 0.05329303
 0.04706237 0.05516447 0.05419892 0.04574074 0.04529063 0.04008823
 0.03263183 0.02953708 0.02530333 0.02146953 0.01912677 0.01746419
 0.0169361  0.01746346 0.01775599 0.01690901 0.01498814 0.01258702
 0.01062236 0.00963393 0.00915114 0.00925677 0.00973263 0.01023998
 0.01048538 0.01029915 0.01049295 0.01054877 0.01034795 0.00993683
 0.00939711 0.00889431 0.00835129 0.00773895 0.00709321 0.00645453
 0.00585684 0.00532453 0.00487136 0.00450798 0.00424527 0.00401243
 0.00383264 0.00371613 0.00362977 0.00356039 0.00349694 0.00344823
 0.00347558]","[0.04568703 0.04560726 0.04628985 0.04746698 0.04922052 0.05169231
 0.05519515 0.06048334 0.06536181 0.07872706 0.09164074 0.18444774
 0.24337346 0.13627126 0.1089579  0.08487931 0.07479913 0.07470791
 0.06300168 0.07059015 0.07488359 0.0671929  0.05966387 0.05842153
 0.05468139 0.04633947 0.03909325 0.03787169 0.03476821 0.03118006
 0.02799556 0.02556394 0.02370892 0.02264346 0.0214998  0.01958397
 0.01854245 0.01793177 0.01681708 0.01539851 0.01388783 0.01245028
 0.01118066 0.01010388 0.00952928 0.00911397 0.00879391 0.00853945
 0.00832006 0.00810937 0.0078877  0.00764267 0.00736827 0.00706359
 0.00673154 0.00637752 0.00600844 0.00563156 0.00525445 0.00488396
 0.00452615 0.00418624 0.00386827 0.00357539 0.00330958 0.00307194
 0.00286266]",MYZH131604160125.mseed,[15.6],[31.93],2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,31.7301,131.0791,68.88834999925986,46.51673252760486,41.615925255471865,29.15326955431882,"[ 49.01914024  70.48799296 103.96086957  93.12271365 117.56919991
 122.67865143  93.59749216  54.37221041  40.59891896  34.87593767
  32.94187928  36.20186411  20.72381507  20.21287176  26.3232528
  30.40589361  25.69348047  16.98117811  17.0536697   12.6737943
  13.3500745   12.03052981  11.66714045  11.83540798  12.35132248
  14.86905256  15.60937797  14.9517484   14.19369477  12.60977601
   9.8898128    6.86999125   6.87267479   6.62873933   6.20134369
   5.72167269   5.24873033   5.09541244   5.09757527   5.02867096
   5.11428425   5.01723238   4.80945686   4.55024275   4.3821303
   4.2887955    4.13781558   3.88638378   3.56047618   3.46214489
   3.4521565    3.38549324   3.26733038   3.11365191   2.93361037
   2.73542451   2.55877724   2.38455688   2.20265041   2.01768001
   1.83405811   1.66229754   1.56099894   1.51276152   1.47096815
   1.42912609   1.387562  ]","[ 44.32997763  65.75481081  92.03610415  67.04389121 100.15143876
 113.12277298 109.24065069  74.4407476   58.76337648  44.1578831
  32.0257016   33.29681459  32.78275198  28.71716739  31.69135598
  24.90939443  15.74347717   9.79343852  13.01459559  12.88507298
   9.39156965  12.12488101  12.86808115  10.87937007  10.26621951
   8.44321001   5.92351498   5.58574584   5.70298053   4.72668975
   4.14028107   3.92812543   4.36733259   4.39815993   4.55259629
   4.43573198   3.99233049   4.0886713    3.91252939   3.62411855
   3.336158     3.01854172   2.69354073   2.37474307   2.30282016
   2.2228729    2.13120949   2.03348712   1.93555934   1.83944071
   1.74782018   1.66257594   1.58354572   1.51010606   1.44049847
   1.38433087   1.30523864   1.24241874   1.18585747   1.16948871
   1.15283457   1.13419898   1.1128333    1.08833051   1.0606335
   1.02970808   0.99577326]","[ 36.09891913 128.09858542  44.64890148  49.48904035  53.54169742
  46.54428954  29.08760453  22.38690602  26.61902865  24.21036271
  22.59908052  20.4285856   27.06797893  13.34843578  16.06337298
   9.50133558   7.35883356   5.03195736   5.1389321    6.42752147
   7.02595496   6.9187908    6.6781861    6.81623553   6.98808072
   7.8413444    8.44170139   7.79690072   6.45392284   5.47388367
   5.11775589   4.73732174   4.14419227   3.51677366   3.05533854
   2.88868195   2.76065617   2.50183163   2.10119532   1.99202196
   1.77875084   1.57379375   1.39092204   1.20694483   1.04075285
   0.96763497   0.89111756   0.8909043    0.87109245   0.86225255
   0.82111465   0.80686899   0.77067261   0.71167606   0.67381616
   0.63169317   0.58413344   0.54468764   0.50682007   0.47204162
   0.44107503   0.41397237   0.39029914   0.36932186   0.35017567
   0.33199907   0.32058043]",14.423302336333943,12.91175575300502,9.1949421732685,9.064572524697816,6.427924521961817,MYZH131604160125,7.1,7.3,117.7234972,4.42e+19,84.51785761,104.4999593,251.1627906976744,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,31.7301,131.0791,1604160125.mseed,MYZH13,31.0,earthquake 31,58.82954
