station,PGAEW2(gal)_x,PGANS2(gal)_x,PGAUD2(gal)_x,SA_Vx,SA_Vy,SA_Vz,file_name,P_times,S_times,event time,event latitude,event longitude,event depth,event mag,station latitude,station longitude,PGA(gal),PGAEW2(gal)_y,PGANS2(gal)_y,PGAUD2(gal)_y,SAEW2(gal),SANS2(gal),SAUD2(gal),PGA1hz(gal),PGA1hzH(gal),PGA1hEW2(gal),PGA1hNS2(gal),PGA1hUD2(gal),Code,MT_Magnitude_,JMA_Magnitude_,repi_1,Mo_,rjb_0,rjb_1,Vs30,Ztor_0,Ztor_1,Rake_,Dip_,Strike_,Tectonic_Zhoa_,Latitude_,Longitude_,MT_Depth_,stationLat,stationLon,timestamp,prefix,event_number,label,pred_pgaEW2
FKOH03,0.1063715778272608,0.0501827055373553,0.0405432649643695,"[0.10660658 0.10747371 0.1110157  0.11844321 0.15063588 0.23966387
 0.33206613 0.34179683 0.39714981 0.37829485 0.43623916 0.17483963
 0.1476754  0.14046487 0.12520054 0.16802577 0.16123734 0.13510283
 0.11357337 0.09490238 0.09220767 0.08764541 0.07560101 0.05936956
 0.05008717 0.04126072 0.03446335 0.03037924 0.0291394  0.02698236
 0.02396219 0.02051563 0.01722035 0.01541643 0.01355713 0.01226965
 0.01211847 0.01181945 0.01221768 0.01263749 0.01297376 0.01317658
 0.01323621 0.01316661 0.01299251 0.01274216 0.01244184 0.01211345
 0.01188273 0.01176701 0.01163507 0.01147845 0.01133452 0.01120787
 0.01109133 0.01097259 0.01085969 0.01074734 0.01062782 0.01049423
 0.01034721 0.0101896  0.01002072 0.00984182 0.00965502 0.00946093
 0.0092615 ]","[0.05032701 0.0508322  0.05334316 0.07035565 0.13586462 0.14309975
 0.13861941 0.14463517 0.23567223 0.20878175 0.15184765 0.08500849
 0.06367938 0.06140689 0.06535208 0.0695455  0.08036307 0.0790149
 0.06697673 0.06858382 0.06506761 0.04667834 0.03214582 0.03219068
 0.03376965 0.0359923  0.03546418 0.03090478 0.02584379 0.02052817
 0.01598817 0.01320046 0.0121858  0.01227309 0.01266275 0.01278179
 0.01234548 0.01256472 0.01333629 0.01411616 0.01444939 0.01420909
 0.01334349 0.01220873 0.01123735 0.01015984 0.0094457  0.00888094
 0.00814598 0.00746089 0.00669274 0.00590171 0.00513673 0.00466032
 0.00452253 0.00437459 0.00421895 0.00405799 0.00397964 0.0039127
 0.00383542 0.00375754 0.00368756 0.00360991 0.00352654 0.00344527
 0.00346574]","[0.04123206 0.04161398 0.0450024  0.05468201 0.11667398 0.16847951
 0.12666615 0.1006022  0.09114912 0.07851868 0.08706451 0.05106097
 0.06677665 0.08138727 0.1017437  0.1235602  0.10652849 0.08657276
 0.06698041 0.04840223 0.04198444 0.04126399 0.04143526 0.03525945
 0.02819323 0.02476446 0.02332746 0.02360105 0.02433148 0.02451176
 0.02376424 0.02247961 0.02423605 0.0245975  0.02420584 0.02318976
 0.02178395 0.02053831 0.02023217 0.020118   0.0200048  0.01986788
 0.01966696 0.01936515 0.01894403 0.0184389  0.01802271 0.01756946
 0.01700848 0.01632459 0.01553511 0.01466584 0.01374461 0.01285302
 0.01217098 0.01150159 0.01085361 0.01022867 0.00962662 0.00905067
 0.00850256 0.00798546 0.00749948 0.00704903 0.00663113 0.00624842
 0.00589749]",FKOH031604160125.mseed,"[15.87, 47.27]",[56.57],2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,33.5608,130.5499,169.91590547284747,92.07345004010634,138.0804594315021,36.43736342759962,"[142.3654013  461.27564622 116.7888549  137.46024856  84.17682192
  86.22168649  53.22010219  52.53348157  41.67449114  29.23577592
  34.36301973  17.01220445  18.87301432  17.56496415  14.48315502
   8.4653768   11.01971627   7.17047666   8.77083566   9.76312201
  10.56355252  10.02187619   9.41555416   9.32110435   9.36905977
   9.47887497   9.36951367   9.07827775   8.81688204   8.88592083
   8.89498697   8.67864938   8.21144879   7.69382008   7.13873586
   6.69750807   6.36446826   6.00415051   5.67894127   5.39906585
   5.09878903   4.83107921   4.55820774   4.4066115    4.33159836
   4.24604206   4.15292239   4.06400818   3.97239534   3.8757448
   3.77494551   3.66923542   3.5593098    3.44881974   3.3322868
   3.21675744   3.10118867   2.98286958   2.86205932   2.73472267
   2.60459165   2.47215173   2.34354955   2.21571744   2.08783493
   1.96693415   1.85214685]","[172.16336531 670.58585953  99.04861238  86.43746262  49.16394585
  55.35483782  29.47423533  22.77325776  16.47890267  16.88001599
  15.3632804    7.89966438   8.65072362  10.52265979   6.39686994
   6.6037981    8.84906002   7.56744556   6.68588581   6.52550677
   5.07734265   4.49055066   4.84359552   5.1204816    4.8895617
   4.54904532   3.75152952   3.49240105   3.7387317    4.25903739
   4.77529676   5.29808445   5.69510128   5.90438363   5.94538572
   5.84336795   5.67062154   5.54140006   5.27397314   4.90401362
   4.49860368   4.1148899    3.79880367   3.3276779    2.83179174
   2.51377818   2.24253921   2.04646872   1.9336799    1.88586343
   1.88434049   1.89199549   1.89069114   1.9014343    2.00031535
   2.07083573   2.1015527    2.09808471   2.0575813    1.99299237
   1.97973954   1.9544166    1.90757566   1.84396109   1.76380483
   1.67686299   1.5918143 ]","[ 98.60954945 140.00917178  62.68520455  76.95090949  42.49124892
  56.43654594  47.59620229  29.77446181  15.48908985  15.86957946
  12.86634678  10.20570055   8.07913292   6.38682135   5.87237366
   8.01043559   6.42970949   7.79569065   7.04292451   8.00744151
   8.83316572   7.05974594   6.64998513   6.73866525   6.54611298
   5.64171465   4.87225153   4.53118781   4.26681149   4.0517374
   3.87885473   3.8211349    3.81455547   3.979317     4.16381202
   4.26761658   4.30372167   4.30943429   4.24119228   4.06444246
   4.08458555   4.1516128    4.14850595   4.06874372   3.9110298
   3.68591102   3.44754929   3.24943591   3.01360388   2.75474057
   2.4929278    2.24073843   1.99268981   1.76197672   1.54488129
   1.34779782   1.17495543   1.06521222   0.98770022   0.96164267
   0.93337052   0.90345449   0.87886181   0.85714251   0.83377127
   0.80916599   0.7836891 ]",9.281580297413964,8.601250561052511,7.655449518228131,3.921173789551645,3.488011124313823,FKOH031604160125,7.1,7.3,91.82493267,4.42e+19,61.4553523,79.66905398,497.0248252734045,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,33.5608,130.5499,1604160125.mseed,FKOH03,31.0,earthquake 31,58.56552
KGSH09,0.0562860971305558,0.0402388426612122,0.0460577795297301,"[0.05648797 0.05729681 0.06098785 0.06987353 0.10534995 0.12182704
 0.12820276 0.15100456 0.14918767 0.12643778 0.13173924 0.14176728
 0.08903924 0.07096982 0.07534891 0.04909579 0.03740856 0.03646881
 0.03018803 0.02556084 0.02661479 0.02846811 0.03763782 0.04065231
 0.03986003 0.04059496 0.0409167  0.03893627 0.03463832 0.02976548
 0.02613677 0.02400417 0.02185945 0.01964319 0.01738558 0.01517728
 0.01364017 0.01265069 0.01176618 0.01099037 0.01045476 0.01001487
 0.00959855 0.00919064 0.00878006 0.0083632  0.00795785 0.00755312
 0.00713414 0.00670423 0.00627008 0.00583841 0.00542693 0.00538855
 0.00552782 0.00558072 0.00555997 0.00548019 0.00536363 0.00522665
 0.00506145 0.00487429 0.00467184 0.00446302 0.00434926 0.0042401
 0.0040955 ]","[0.04042135 0.04127678 0.04669743 0.09824898 0.11270774 0.09595423
 0.08601185 0.07200227 0.06648783 0.07569426 0.07948807 0.07907588
 0.07499762 0.06320922 0.05367996 0.04630253 0.04196287 0.0382355
 0.03503745 0.03179047 0.02988158 0.02886149 0.02683971 0.02415727
 0.02769794 0.02936428 0.02354175 0.01595532 0.01324246 0.01480928
 0.01618696 0.01660084 0.01598839 0.0148054  0.0137128  0.01311948
 0.01269866 0.01217879 0.0113836  0.0102669  0.00890348 0.00763767
 0.0066509  0.00575586 0.00482438 0.00417277 0.00417739 0.00412741
 0.00403117 0.00389638 0.003731   0.0037218  0.00386361 0.00391903
 0.00388489 0.00381178 0.00378906 0.00373395 0.00367078 0.00372472
 0.00379311 0.00381899 0.00380572 0.00375734 0.00367873 0.0035911
 0.00351225]","[0.0461937  0.04622702 0.04752779 0.04872753 0.05561033 0.07836634
 0.13676759 0.10891137 0.10180809 0.1275982  0.12701593 0.09331246
 0.05086366 0.0412792  0.04124433 0.04121228 0.03913732 0.03607228
 0.03316529 0.0399525  0.03382279 0.03255445 0.0335627  0.03074562
 0.02904924 0.03171126 0.03338497 0.03144281 0.02773006 0.02422626
 0.02174025 0.02002767 0.01872733 0.01722377 0.01548218 0.01411914
 0.01308352 0.01224151 0.01159465 0.01108341 0.01060482 0.01010331
 0.00954614 0.00892595 0.00825668 0.00756475 0.00686757 0.00654058
 0.0062463  0.0059149  0.00555954 0.00519375 0.004829   0.00447557
 0.00414061 0.0038295  0.00354567 0.00329105 0.00306585 0.00286919
 0.00269956 0.00256866 0.00255948 0.00253363 0.00250786 0.00248775
 0.00244669]",KGSH091604160125.mseed,[13.6],[],2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,31.3741,130.4333,16.282815519517953,8.951103105081035,12.070157917656116,6.270496175559531,"[11.45470313 40.78652858 33.82507134 15.50323572 19.95371632 16.68221329
 11.05127415 10.05914939  8.18705659  7.522843    6.79714203  7.22897923
  8.34041809  6.10665867  5.46709809  5.89060335  6.07713426  5.50786955
  5.57831994  5.50404998  4.77116188  4.1058891   3.52810575  3.16219436
  2.92666947  3.13236381  2.95927087  2.54107155  2.20736984  1.90212615
  1.68003363  1.40734314  1.35864263  1.39004656  1.26898996  1.28973315
  1.24088438  1.17341693  1.28115853  1.38403402  1.40180011  1.35932938
  1.29288211  1.20350705  1.05090727  1.02720564  1.02755031  1.01925179
  1.00806522  1.00334717  0.98928877  0.96749952  0.95101762  0.92917726
  0.91613144  0.95417208  0.96176576  0.94449313  0.90473926  0.86262149
  0.86968193  0.87093408  0.86085496  0.83825596  0.80591297  0.76065349
  0.71238406]","[13.19037    35.48018454 33.65821248 25.47740097 24.4165886  31.4816328
 17.05679922  9.64843253 12.20881133  9.17499532  6.30825944  3.92857014
  4.29115342  3.71171798  2.85843657  2.44957729  2.38987455  2.63414797
  2.18292076  2.19586808  2.68464373  2.2097166   2.6698525   2.70604684
  2.19080487  1.76715707  1.47433822  1.31391677  1.17311978  1.21055251
  1.22094391  1.26265286  1.19885391  0.95046279  0.74505334  0.6641613
  0.54046746  0.51298905  0.50074783  0.46650299  0.44007438  0.4232381
  0.42255931  0.46163677  0.47943888  0.47149854  0.45882731  0.41093488
  0.42411262  0.42929727  0.41230957  0.38001467  0.33758637  0.30564586
  0.33380434  0.34579055  0.34350832  0.33396567  0.32310202  0.31547548
  0.31314719  0.31414504  0.31608451  0.31584821  0.3112884   0.30063529
  0.2848217 ]","[ 8.35381628 19.98531852 15.58329314 15.41004186  6.86213186  9.18143591
  6.94231137  6.32557842  4.31251525  3.82801537  3.7361194   4.72687539
  4.15160191  3.82631583  2.6088093   2.20088839  2.6146005   3.10808766
  2.85330662  2.76764511  2.46637598  2.69538756  3.08540466  2.88508498
  2.91366528  2.4941994   1.83444302  1.79423894  2.16362792  2.35430397
  2.36774499  2.23915008  2.0632721   1.77162217  1.53562871  1.19870144
  1.01898973  0.93749522  0.85742157  0.76942542  0.68716597  0.63672921
  0.58635431  0.59586061  0.59450414  0.57936035  0.58197186  0.60561375
  0.61156334  0.59982891  0.57375863  0.53088528  0.47818465  0.41887558
  0.40030495  0.38167312  0.36087177  0.35582611  0.361367    0.35211641
  0.33023591  0.3020214   0.27267444  0.25670127  0.24449841  0.23789937
  0.23751923]",3.0604455152891887,2.685878302974975,2.222410631863679,1.5082550320721675,1.4671007101293274,KGSH091604160125,7.1,7.3,156.6058978,4.42e+19,136.4942278,124.711784,409.09090909090895,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,31.3741,130.4333,1604160125.mseed,KGSH09,31.0,earthquake 31,13.885224
SAGH02,0.1124667859162192,0.1573128182899787,0.0379913649119679,"[0.11266889 0.11343333 0.11742841 0.12628412 0.12693217 0.17033449
 0.24618973 0.20370445 0.18908543 0.24919187 0.25249696 0.21865042
 0.24232502 0.24561861 0.21978876 0.1677971  0.13944869 0.11378685
 0.09445875 0.08172422 0.07599889 0.07694189 0.07508475 0.06456935
 0.05781572 0.05238955 0.04702501 0.04196984 0.03725007 0.03298921
 0.03151615 0.02979131 0.02812159 0.02652876 0.0249496  0.02416974
 0.02457335 0.02433317 0.02397383 0.02369298 0.02336035 0.02277789
 0.02203599 0.02134992 0.02079528 0.02035945 0.01981357 0.0191518
 0.01839674 0.01756978 0.01669119 0.01578657 0.01486937 0.01393342
 0.0131285  0.01292162 0.01268347 0.01241932 0.01213424 0.01183272
 0.01151904 0.01119691 0.01086994 0.0105418  0.01022271 0.009919
 0.00961843]","[0.15746183 0.15838006 0.16185481 0.16984607 0.16028368 0.28436293
 0.32257434 0.26649067 0.30886584 0.35519768 0.41329493 0.30161486
 0.3325159  0.3269272  0.28118096 0.2076314  0.16415662 0.13602148
 0.1217352  0.10952493 0.11332574 0.11126925 0.10382459 0.08536903
 0.0798942  0.07416908 0.06715711 0.05939056 0.05148319 0.04401996
 0.04134839 0.04047406 0.03921475 0.03760618 0.03571557 0.03362752
 0.03143276 0.02921559 0.02704491 0.02497246 0.02303219 0.02124198
 0.01960677 0.01812305 0.01730241 0.01658045 0.0159183  0.01531332
 0.0147616  0.01425843 0.01379884 0.0133778  0.01299049 0.01263245
 0.01229962 0.01198866 0.01169646 0.0114199  0.01115668 0.01090484
 0.01066277 0.01042912 0.01020281 0.00998296 0.00976885 0.00955994
 0.00935578]","[0.03794864 0.03824588 0.04068795 0.0464624  0.06844326 0.07342936
 0.099093   0.13530675 0.13079981 0.08755889 0.07921233 0.06878425
 0.05951352 0.06206435 0.06308341 0.05877046 0.05307387 0.05021481
 0.04222604 0.03539452 0.03187322 0.0312011  0.03038155 0.02857347
 0.02614783 0.02368173 0.02402887 0.02559182 0.02815982 0.02998725
 0.03073492 0.03043254 0.02951647 0.02909692 0.02855624 0.02754408
 0.02623103 0.02478863 0.02328093 0.02187187 0.02048685 0.019048
 0.01760132 0.01620572 0.01489535 0.01365819 0.01280156 0.0121766
 0.01156919 0.01097928 0.01040813 0.00985715 0.0093276  0.0088203
 0.00833527 0.00787261 0.00743212 0.00701336 0.00661569 0.00623856
 0.00588128 0.00556697 0.00529352 0.00503161 0.00478088 0.00454084
 0.00431139]",SAGH021604160125.mseed,[14.19],[27.82],2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,33.2656,129.8798,86.3256533483166,66.02730367397619,54.14726418652282,12.67230747232556,"[ 81.15031347 324.09697326 102.63892709  49.65785175  39.70253391
  34.01676758  32.55801288  25.06983151  22.01623     27.43526406
  22.75151094  14.97326417  21.92032881  24.07785211  13.86695265
  15.94259033  13.9388801    9.07269083   6.71100987   5.94648806
   5.75011936   5.54526855   5.35424578   6.3598126    7.3291832
   6.47338495   4.88092553   3.57754528   3.62680676   4.08216306
   4.31824228   4.25612394   4.06166633   4.09968887   4.1626603
   4.12587613   4.21521739   4.22818887   4.11731252   3.82300814
   3.52142831   3.42455778   3.34835235   3.250748     3.09286989
   2.91900718   2.79692202   2.7394945    2.65780868   2.55880801
   2.45618935   2.35751463   2.25282807   2.15306486   2.05235056
   1.95567502   1.87603298   1.80293855   1.73006332   1.65802506
   1.58844981   1.52229228   1.45712726   1.39302554   1.33002172
   1.26813726   1.20739434]","[ 62.92229654 223.08106876 103.45003102  52.8131346   49.25405256
  33.84431765  30.57364201  30.66174681  31.17640162  26.12911834
  22.74689491  21.91472179  22.4808132   22.95717341  20.88463105
  18.00511037  13.90614644  10.45711844   8.07252149   6.11748438
   5.1155578    4.39812829   3.97859517   4.33383057   3.64077048
   4.04595549   4.05609081   3.28489285   2.70882846   2.90515347
   3.13106633   3.18386923   3.48413048   3.88796719   4.21364822
   4.2924632    4.4816489    4.48877618   4.3046616    3.89771385
   3.52966484   3.37436225   3.33934796   3.26188066   3.14298318
   2.99581239   2.80317504   2.82482925   2.83583972   2.81571324
   2.76848439   2.71550541   2.65158695   2.56880336   2.48287525
   2.39330974   2.29492885   2.21337892   2.11699253   2.0323742
   1.95159301   1.85992428   1.76207813   1.67910992   1.63172706
   1.58860746   1.54344084]","[24.4088888  43.45304886 25.97894767 25.77860438 25.16783077 18.45673364
 12.6061354  15.60301211 16.85857453 16.43601309 13.09951715 10.9557091
 11.87418481  9.09688542  7.68566394  8.39932456  4.16552683  3.85783852
  4.09826634  4.99465719  4.2632379   3.38966201  3.08761236  3.58053544
  4.10784427  4.63037293  4.76154934  4.56538785  4.10459241  3.62787868
  3.28069605  3.03208517  2.90078435  3.02169776  3.08798029  3.07269336
  3.0937547   2.99883203  2.82401662  2.61301047  2.3959973   2.18362801
  2.04823473  1.89146723  1.70605932  1.50380009  1.4221917   1.32229789
  1.20947067  1.08392144  0.95294642  0.85915152  0.80149858  0.73967625
  0.67615165  0.61302885  0.5520298   0.50225816  0.45352561  0.40817705
  0.3830386   0.37199766  0.35871987  0.34378682  0.3308785   0.3336789
  0.3346628 ]",10.188509912582012,9.5315046355909,6.124343423249252,7.303560655761987,3.599465740980333,SAGH021604160125,7.1,7.3,100.0596071,4.42e+19,58.85329502,97.29122361,557.8888265019651,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,33.2656,129.8798,1604160125.mseed,SAGH02,31.0,earthquake 31,24.56926
KMMH09,0.2763331741168988,0.2133930602819479,0.1274374766680802,"[0.2773952  0.28215187 0.30049725 0.39701847 0.63478675 0.43923185
 0.58610601 0.5838421  0.53102938 0.70467989 0.71696235 0.50121443
 0.31574743 0.22840994 0.21147233 0.23949048 0.23090538 0.20185045
 0.1691257  0.14210389 0.14635514 0.15084763 0.15028756 0.14885004
 0.1485665  0.14613037 0.14215226 0.1362928  0.12875574 0.12058839
 0.11296845 0.10486169 0.09654668 0.08889068 0.08250717 0.07678388
 0.07108776 0.06540155 0.06095737 0.0582559  0.05575787 0.05373746
 0.05164513 0.04952025 0.04738893 0.04527824 0.04320395 0.04117948
 0.0392208  0.03732932 0.03551367 0.0337762  0.03211637 0.03053481
 0.02903271 0.02760714 0.02625536 0.02497499 0.02376331 0.02261743
 0.02153432 0.02051093 0.0195442  0.01863113 0.01776878 0.01695432
 0.01618503]","[0.21405851 0.21627707 0.2321329  0.29998037 0.56486644 0.51019191
 0.64504609 0.51728174 0.52454662 0.501659   0.51512401 0.44376584
 0.4546686  0.37021342 0.28224172 0.21266797 0.16961735 0.14800525
 0.12952861 0.10653446 0.08159025 0.08137795 0.07627763 0.0738226
 0.06948898 0.06335188 0.05970223 0.05551968 0.05198879 0.0494916
 0.04791801 0.04692202 0.04615581 0.04546974 0.04494697 0.04439802
 0.04354904 0.04262696 0.04112932 0.03926054 0.03846947 0.03745179
 0.03752134 0.03699025 0.03642063 0.03589426 0.03522867 0.03444543
 0.03356533 0.03260782 0.0315918  0.03053429 0.0294541  0.02837606
 0.02743659 0.0266042  0.02575816 0.02490177 0.02403985 0.02317606
 0.02231439 0.0214581  0.02061085 0.01983783 0.01918483 0.01852598
 0.01786518]","[0.12898972 0.13145251 0.14516068 0.18913219 0.22624451 0.32566878
 0.32174374 0.29047635 0.26880814 0.16599936 0.14922803 0.11954364
 0.11216705 0.13542304 0.18789186 0.19796888 0.16986869 0.14744679
 0.11417415 0.09320786 0.08424701 0.07609208 0.06553217 0.05378752
 0.04224721 0.03404614 0.03140844 0.02828497 0.02426696 0.02060798
 0.01690121 0.0144594  0.01355673 0.01263229 0.01171023 0.01116407
 0.01070031 0.00972    0.00870604 0.00847329 0.00841885 0.00826327
 0.00800523 0.00765642 0.00756569 0.00743396 0.00726894 0.00707801
 0.0068667  0.0072494  0.00753784 0.00763749 0.00766956 0.00769109
 0.00769497 0.00768777 0.00755002 0.00730361 0.00701856 0.0067142
 0.00632425 0.00599729 0.00599158 0.00590897 0.00575919 0.00555296
 0.00530065]",KMMH091604160125.mseed,"[15.64, 86.47]","[56.45, 91.21]",2016-04-15T16:25:00.000000Z,32.753,130.762,12.0,7.3,32.4901,130.9046,330.9229224170499,200.01896586610243,240.686340432144,107.57545911720707,"[233.29583749 506.32711957 549.1263117  791.30442386 525.1992542
 423.06449007 258.35543246 151.59566561 126.39298879  66.55161259
  57.15408814  61.07116525  36.61277119  18.12100894  17.6550959
  14.71700102  12.60013181  12.74112205  14.97762664  13.83490293
  10.03397366   9.22087971   9.79731353  10.00922312   9.7060058
  10.44865484  10.80305362  10.67081588  10.10221435   9.6108826
   8.98652876   8.06394649   7.05854917   6.29262285   5.64418836
   5.09971465   4.61720137   4.22430877   3.92591466   3.71329038
   3.57100133   3.48157291   3.42832367   3.39685311   3.37562526
   3.35599604   3.33193491   3.29960818   3.25692818   3.20312731
   3.13838621   3.06352655   2.97976799   2.88894556   2.79211996
   2.69077419   2.63619269   2.6080567    2.56694694   2.53054691
   2.51704913   2.50789202   2.48821873   2.46447448   2.40295015
   2.3145806    2.21297874]","[ 266.04377888  482.66392673  471.93581556 1139.66323583  679.23400617
  361.30432811  218.17877367  128.99265728  122.26032771   99.01793766
   83.46150671   52.83933015   46.49189301   38.39486673   32.00223524
   23.9351726    19.55504487   19.44628592   18.85925621   19.35719914
   16.89213267   13.5689847    10.88070031    9.30219358    7.84446603
    7.76549981    6.7357955     5.8120872     5.23796272    4.96705107
    4.44253266    4.1726341     3.94544282    3.74270938    3.79557251
    3.72540608    3.79518647    3.66340229    3.49815846    3.25357776
    2.98185337    2.79422101    2.65886199    2.57983932    2.5737039
    2.57714626    2.56385108    2.50731892    2.52211984    2.66024869
    2.7876866     2.89774175    2.98580718    3.04912477    3.086493
    3.09796098    3.08453563    3.04791806    3.0077465     3.01027318
    3.02832345    3.02487392    3.00120172    2.95927738    2.90127506
    2.85582523    2.80239206]","[287.82011827 406.65181335 297.91487188 205.44261466 136.87479678
  56.66752107  48.21597468  52.73081512  40.52153563  49.32346293
  47.58568477  32.39098379  44.88139332  25.42093602  18.39478885
  16.41854424  11.90435026  10.08428789  12.29301082  11.09388217
  11.5166537   10.10349755   7.98715118   6.93777864   5.88837285
   5.18381802   4.56535039   4.73495315   4.88815954   4.76460559
   4.56009168   4.64849699   5.0428724    5.64531962   6.13628848
   6.31686629   6.22468525   6.11574646   5.76278015   5.59887073
   5.32920027   4.90228197   4.40366908   3.85942802   3.36971153
   3.28851379   3.19011963   3.03715923   2.85423071   2.70772666
   2.58959697   2.46530627   2.39116849   2.32822615   2.2553393
   2.17506062   2.08956653   2.00069087   1.90996099   1.81893704
   1.72831074   1.67645384   1.62856106   1.57710602   1.52311384
   1.4674534    1.41085529]",30.146009223366192,28.4901703813809,18.373163916379315,21.774219987452373,9.853530521349496,KMMH091604160125,7.1,7.3,32.25659033,4.42e+19,9.69409613,29.1316225,399.71655416364166,3.4786002760000003,2.514817401,-7.0,[b'53;84'],[b'131;226'],[b'5'],[b'32.7545'],[b'130.7630'],11.0,32.4901,130.9046,1604160125.mseed,KMMH09,31.0,earthquake 31,360.8795
